sub	sup	status	for	against
art-critic	immunologist	single	isco	
art-critic	organism	single	wordnet	
art-critic	person	accepted	wikidata wordnet	
art-critic	physical-object	single	wordnet	
art-critic	practitioner	single	isco	
art-critic	professional	accepted	isco wordnet	
art-critic	property	single	sumo	
art-critic	reporter	single	isco	
art-critic	research-worker	single	isco	
art-critic	scientist	single	isco	
art-critic	security-consultant	single	isco	
art-critic	specialist	single	isco	
art-critic	sports-announcer	single	isco	
art-critic	systems-analyst	single	isco	
art-critic	translator	single	isco	
art-critic	worker	single	isco	
art-critic	writer	single	isco	
artist's-model	adjutant	single	isco	
artist's-model	adult	single	opencyc	
artist's-model	agent	single	wordnet	
artist's-model	assistant	single	wordnet	
artist's-model	attribute	single	sumo	
artist's-model	bodyguard	single	isco	
artist's-model	companion	single	isco	
artist's-model	concierge	single	isco	
artist's-model	gamekeeper	single	isco	
artist's-model	guard	single	isco	
artist's-model	host	single	isco	
artist's-model	hostess	single	isco	
artist's-model	human	single	opencyc	
artist's-model	keeper	single	isco	
artist's-model	mammal	single	opencyc	
artist's-model	mannequin	single	wikidata	
artist's-model	organism	single	wordnet	
artist's-model	person	single	wordnet	
artist's-model	physical-object	single	wordnet	
artist's-model	poser	single	wordnet	
artist's-model	professional	single	opencyc	
artist's-model	property	single	sumo	
artist's-model	salesclerk	single	isco	
artist's-model	seller	single	isco	
artist's-model	skilled-worker	single	opencyc	
artist's-model	structure	single	opencyc	
artist's-model	system	single	opencyc	
artist's-model	vertebrate	single	opencyc	
artist's-model	worker	accepted	isco opencyc wordnet	
assayer	adviser	single	isco	
assayer	agent	single	wordnet	
assayer	analyst.person	accepted	isco wordnet	
assayer	architect	single	isco	
assayer	artist	single	isco	
assayer	attribute	single	sumo	
assayer	copywriter	single	isco	
assayer	developer	single	isco	
assayer	educator	single	isco	
assayer	engineer	single	isco	
assayer	epidemiologist	single	isco	
assayer	expert	accepted	isco wordnet	
assayer	hearer	single	isco	
assayer	immunologist	single	isco	
assayer	organism	single	wordnet	
assayer	person	single	wordnet	
assayer	physical-object	single	wordnet	
assayer	practitioner	single	isco	
assayer	professional	single	isco	
assayer	property	single	sumo	
assayer	research-worker	single	isco	
assayer	scientist	single	isco	
assayer	security-consultant	single	isco	
assayer	specialist	single	isco	
assayer	surveyor	single	isco	
assayer	systems-analyst	single	isco	
assayer	worker	single	isco	
assayer	writer	single	isco	
assignee	adviser	single	isco	
assignee	agent	single	wordnet	
assignee	analyst.person	single	isco	
assignee	architect	single	isco	
assignee	artist	single	isco	
assignee	attribute	single	sumo	
assignee	copywriter	single	isco	
assignee	developer	single	isco	
assignee	educator	single	isco	
assignee	engineer	single	isco	
assignee	epidemiologist	single	isco	
assignee	expert	single	isco	
assignee	hearer	single	isco	
assignee	immunologist	single	isco	
assignee	organism	single	wordnet	
assignee	person	single	wordnet	
assignee	physical-object	single	wordnet	
assignee	practitioner	single	isco	
assignee	professional	single	isco	
assignee	property	single	sumo	
assignee	research-worker	single	isco	
assignee	scientist	single	isco	
assignee	security-consultant	single	isco	
assignee	specialist	single	isco	
assignee	systems-analyst	single	isco	
assignee	worker	single	isco	
assignee	writer	single	isco	
associate	adviser	single	isco	
associate	agent	single	wordnet	
associate	analyst.person	single	isco	
associate	architect	single	isco	
associate	artist	single	isco	
associate	attribute	single	sumo	
associate	copywriter	single	isco	
associate	developer	single	isco	
associate	educator	single	isco	
associate	engineer	single	isco	
associate	epidemiologist	single	isco	
associate	expert	single	isco	
associate	hearer	single	isco	
associate	human	single	opencyc	
associate	immunologist	single	isco	
associate	mammal	single	opencyc	
associate	organism	single	wordnet	
associate	peer	accepted	opencyc wordnet	
associate	person	single	wordnet	
associate	physical-object	single	wordnet	
associate	practitioner	single	isco	
associate	professional	single	isco	
associate	property	single	sumo	
associate	research-worker	single	isco	
associate	scientist	single	isco	
associate	security-consultant	single	isco	
associate	specialist	single	isco	
associate	structure	single	opencyc	
associate	surveyor	single	isco	
associate	system	single	opencyc	
associate	systems-analyst	single	isco	
associate	toxicologist	single	isco	
associate	vertebrate	single	opencyc	
associate	worker	single	isco	
associate	writer	single	isco	
astrologer	adjutant	single	isco	
astrologer	agent	single	wordnet	
astrologer	attribute	single	sumo	
astrologer	bodyguard	single	isco	
astrologer	companion	single	isco	
astrologer	concierge	single	isco	
astrologer	forecaster	accepted	opencyc wordnet	
astrologer	gamekeeper	single	isco	
astrologer	guard	single	isco	
astrologer	host	single	isco	
astrologer	hostess	single	isco	
astrologer	human	single	opencyc	
astrologer	intellect	single	opencyc	
astrologer	keeper	single	isco	
astrologer	mammal	single	opencyc	
astrologer	organism	single	wordnet	
astrologer	person	single	wordnet	
astrologer	physical-object	single	wordnet	
astrologer	property	single	sumo	
astrologer	steward.person	single	isco	
astrologer	stewardess	single	isco	
astrologer	structure	single	opencyc	
astrologer	system	single	opencyc	
astrologer	vertebrate	single	opencyc	
astrologer	visionary	accepted	opencyc wordnet	
astrologer	worker	single	isco	
astrophysicist	adviser	single	isco	
astrophysicist	agent	single	wordnet	
astrophysicist	analyst.person	single	isco	
astrophysicist	architect	single	isco	
astrophysicist	artist	single	isco	
astrophysicist	copywriter	single	isco	
astrophysicist	developer	single	isco	
astrophysicist	educator	single	isco	
astrophysicist	engineer	single	isco	
astrophysicist	epidemiologist	single	isco	
astrophysicist	expert	single	isco	
astrophysicist	hearer	single	isco	
astrophysicist	immunologist	single	isco	
astrophysicist	organism	single	wordnet	
astrophysicist	person	single	wordnet	
astrophysicist	physical-object	single	wordnet	
astrophysicist	practitioner	single	isco	
astrophysicist	professional	single	isco	
astrophysicist	research-worker	accepted	isco wikidata	
astrophysicist	scientist	accepted	isco wikidata wordnet	
astrophysicist	security-consultant	single	isco	
astrophysicist	specialist	single	isco	
astrophysicist	surveyor	single	isco	
astrophysicist	systems-analyst	single	isco	
astrophysicist	worker	single	isco	
astrophysicist	writer	single	isco	
athlete	cameraman	single	isco	
athlete	inquiry-agent	single	isco	
athlete	inspector	single	isco	
athlete	paralegal	single	isco	
athlete	promoter	single	isco	
athlete	technician	single	isco	
attraction	companion	single	sumo	
auctioneer	agent	single	wordnet	
auctioneer	broker	accepted	isco wordnet	
auctioneer	cameraman	single	isco	
auctioneer	detective	single	isco	
auctioneer	inquiry-agent	single	isco	
auctioneer	inspector	single	isco	
auctioneer	investment-banker	single	isco	
auctioneer	leader	single	wikidata	
auctioneer	man	single	isco	
auctioneer	organism	single	wordnet	
auctioneer	paralegal	single	isco	
auctioneer	person	accepted	wikidata wordnet	
auctioneer	physical-object	single	wordnet	
auctioneer	promoter	single	isco	
auctioneer	supervisor	single	isco	
auctioneer	technician	single	isco	
auctioneer	trader	single	isco	
auctioneer	woman	single	isco	
auctioneer	worker	single	isco	
auditor	skilled-worker	single	opencyc	
augury	companion	single	sumo	
automobile-mechanic	agent	single	wordnet	
automobile-mechanic	attribute	single	sumo	
automobile-mechanic	beater	single	isco	
automobile-mechanic	blaster	single	isco	
automobile-mechanic	bodybuilder	single	isco	
automobile-mechanic	builder	single	isco	
automobile-mechanic	cabinetmaker	single	isco	
automobile-mechanic	caster.person	single	isco	
automobile-mechanic	closer	single	isco	
automobile-mechanic	compositor	single	isco	
automobile-mechanic	craftsman	single	isco	
automobile-mechanic	engraver	single	isco	
automobile-mechanic	fitter	single	isco	
automobile-mechanic	glassworker	single	isco	
automobile-mechanic	grader	single	isco	
automobile-mechanic	human	single	opencyc	
automobile-mechanic	ironworker	single	isco	
automobile-mechanic	machinist	single	isco	
automobile-mechanic	maker	single	isco	
automobile-mechanic	mammal	single	opencyc	
automobile-mechanic	mender	accepted	isco wordnet	
automobile-mechanic	organism	single	wordnet	
automobile-mechanic	painter	single	isco	
automobile-mechanic	patternmaker	single	isco	
automobile-mechanic	person	single	wordnet	
automobile-mechanic	physical-object	single	wordnet	
automobile-mechanic	property	single	sumo	
automobile-mechanic	refinisher	single	isco	
automobile-mechanic	rigger	single	isco	
automobile-mechanic	sewer	single	isco	
automobile-mechanic	shipwright	single	isco	
automobile-mechanic	skilled-worker	single	wordnet	
automobile-mechanic	smith	single	isco	
automobile-mechanic	spinster	single	isco	
automobile-mechanic	splitter	single	isco	
automobile-mechanic	sprayer	single	isco	
automobile-mechanic	stonecutter	single	isco	
automobile-mechanic	structure	single	opencyc	
automobile-mechanic	system	single	opencyc	
automobile-mechanic	trade	single	sumo	
automobile-mechanic	tuner	single	isco	
automobile-mechanic	turner	single	isco	
automobile-mechanic	varnisher	single	isco	
automobile-mechanic	vertebrate	single	opencyc	
automobile-mechanic	welder	single	isco	
automobile-mechanic	woodcarver	single	isco	
automobile-mechanic	worker	accepted	isco opencyc wordnet	
automotive-engineer	adult	single	opencyc	
automotive-engineer	adviser	single	isco	
automotive-engineer	agent	single	wordnet	
automotive-engineer	analyst.person	single	isco	
automotive-engineer	architect	single	isco	
automotive-engineer	artist	single	isco	
automotive-engineer	copywriter	single	isco	
automotive-engineer	developer	single	isco	
automotive-engineer	educator	single	isco	
automotive-engineer	engineer	accepted	isco opencyc wikidata wordnet	
automotive-engineer	epidemiologist	single	isco	
automotive-engineer	expert	single	isco	
automotive-engineer	hearer	single	isco	
automotive-engineer	human	single	opencyc	
automotive-engineer	immunologist	single	isco	
automotive-engineer	mammal	single	opencyc	
automotive-engineer	organism	single	wordnet	
automotive-engineer	person	single	wordnet	
automotive-engineer	physical-object	single	wordnet	
automotive-engineer	practitioner	single	isco	
automotive-engineer	professional	accepted	isco opencyc	
automotive-engineer	research-worker	single	isco	
automotive-engineer	scientist	single	isco	
automotive-engineer	security-consultant	single	isco	
automotive-engineer	skilled-worker	single	opencyc	
automotive-engineer	specialist	single	isco	
automotive-engineer	structure	single	opencyc	
automotive-engineer	surveyor	single	isco	
automotive-engineer	system	single	opencyc	
automotive-engineer	systems-analyst	single	isco	
automotive-engineer	vertebrate	single	opencyc	
automotive-engineer	worker	accepted	isco opencyc wikidata	
automotive-engineer	writer	single	isco	
ayah	adjutant	single	isco	
ayah	agent	single	wordnet	
ayah	attribute	single	sumo	
ayah	bodyguard	single	isco	
ayah	companion	single	isco	
ayah	concierge	single	isco	
ayah	gamekeeper	single	isco	
ayah	guard	single	isco	
ayah	host	single	isco	
ayah	hostess	single	isco	
ayah	keeper	single	isco	
ayah	organism	single	wordnet	
ayah	person	single	wordnet	
ayah	physical-object	single	wordnet	
ayah	property	single	sumo	
ayah	servant	accepted	wikidata wordnet	
ayah	worker	accepted	isco wikidata wordnet	
babysitter	adjutant	single	isco	
babysitter	agent	single	wordnet	
babysitter	attribute	single	sumo	
babysitter	ayah	single	isco	
babysitter	bodyguard	single	isco	
babysitter	companion	single	isco	
babysitter	concierge	single	isco	
babysitter	gamekeeper	single	isco	
babysitter	guard	single	isco	
babysitter	host	single	isco	
babysitter	hostess	single	isco	
babysitter	keeper	accepted	isco wordnet	
babysitter	organism	single	wordnet	
babysitter	person	single	wordnet	
babysitter	physical-object	single	wordnet	
babysitter	property	single	sumo	
babysitter	trade	single	sumo	
babysitter	worker	single	isco	
bacteriologist	adult	single	opencyc	
bacteriologist	adviser	single	isco	
bacteriologist	agent	single	wordnet	
bacteriologist	analyst.person	single	isco	
bacteriologist	architect	single	isco	
