sub	sup	status	for	against
developer	populace	single	sumo	
developer	self	single	sumo	
developer	species	single	sumo	
developer	structure	single	opencyc	
developer	system	single	opencyc	
developer	universe	single	sumo	
developer	vertebrate	accepted	opencyc sumo	
developer	worker	single	isco	
diemaker	agent	single	wordnet	
diemaker	attribute	single	sumo	
diemaker	beater	single	isco	
diemaker	blaster	single	isco	
diemaker	bodybuilder	single	isco	
diemaker	builder	single	isco	
diemaker	cabinetmaker	single	isco	
diemaker	caster.person	single	isco	
diemaker	closer	single	isco	
diemaker	compositor	single	isco	
diemaker	craftsman	accepted	isco wordnet	
diemaker	engraver	single	isco	
diemaker	fitter	single	isco	
diemaker	glassworker	single	isco	
diemaker	grader	single	isco	
diemaker	ironworker	single	isco	
diemaker	machinist	single	isco	
diemaker	maker	single	isco	
diemaker	mender	single	isco	
diemaker	organism	single	wordnet	
diemaker	painter	single	isco	
diemaker	patternmaker	single	isco	
diemaker	person	single	wordnet	
diemaker	physical-object	single	wordnet	
diemaker	property	single	sumo	
diemaker	refinisher	single	isco	
diemaker	rigger	single	isco	
diemaker	sewer	single	isco	
diemaker	shipwright	single	isco	
diemaker	skilled-worker	single	wordnet	
diemaker	smith	single	isco	
diemaker	spinster	single	isco	
diemaker	splitter	single	isco	
diemaker	sprayer	single	isco	
diemaker	stonecutter	single	isco	
diemaker	tuner	single	isco	
diemaker	turner	single	isco	
diemaker	varnisher	single	isco	
diemaker	welder	single	isco	
diemaker	woodcarver	single	isco	
diemaker	worker	accepted	isco wordnet	
dietician	adviser	single	isco	
dietician	agent	single	wordnet	
dietician	analyst.person	single	isco	
dietician	architect	single	isco	
dietician	artist	single	isco	
dietician	attribute	single	sumo	
dietician	copywriter	single	isco	
dietician	developer	single	isco	
dietician	doctor	single	isco	
dietician	educator	single	isco	
dietician	engineer	single	isco	
dietician	epidemiologist	single	isco	
dietician	expert	accepted	isco wordnet	
dietician	hearer	single	isco	
dietician	immunologist	single	isco	
dietician	organism	single	wordnet	
dietician	person	single	wordnet	
dietician	physical-object	single	wordnet	
dietician	practitioner	single	isco	
dietician	professional	single	isco	
dietician	property	single	sumo	
dietician	research-worker	single	isco	
dietician	scientist	single	isco	
dietician	security-consultant	single	isco	
dietician	specialist	accepted	isco wordnet	
dietician	surgeon	single	isco	
dietician	systems-analyst	single	isco	
dietician	worker	single	isco	
dietician	writer	single	isco	
difficulty	companion	single	sumo	
digger	agent	single	wordnet	
digger	attribute	single	sumo	
digger	employee	accepted	wikidata wordnet	
digger	laborer	single	wordnet	
digger	organism	single	wordnet	
digger	person	single	wordnet	
digger	physical-object	single	wordnet	
digger	property	single	sumo	
digger	soldier	single	wikidata	
digger	warrior	single	wikidata	
digger	worker	accepted	isco wikidata wordnet	
dignity	companion	single	sumo	
dilemma	companion	single	sumo	
diplomat	skilled-worker	accepted	opencyc wordnet	
direction	companion	single	sumo	
director	associate	single	wordnet	
director	executive-director	single	opencyc	
disadvantage	companion	single	sumo	
disagreement	companion	single	sumo	
discourtesy	companion	single	sumo	
discovery	companion	single	sumo	
discrimination	companion	single	sumo	
disgrace	companion	single	sumo	
dishwasher.person	agent	single	wordnet	
dishwasher.person	animal-trainer	single	isco	
dishwasher.person	attribute	single	sumo	
dishwasher.person	bearer	single	isco	
dishwasher.person	employee	single	wordnet	
dishwasher.person	girl	single	isco	
dishwasher.person	hired-hand	single	isco	
dishwasher.person	laborer	accepted	isco wordnet	
dishwasher.person	male-child	single	isco	
dishwasher.person	messenger-boy	single	isco	
dishwasher.person	organism	single	wordnet	
dishwasher.person	person	single	wordnet	
dishwasher.person	physical-object	single	wordnet	
dishwasher.person	picker	single	isco	
dishwasher.person	porter	single	isco	
dishwasher.person	property	single	sumo	
dishwasher.person	remover	single	isco	
dishwasher.person	stacker	single	isco	
dishwasher.person	stevedore	single	isco	
dishwasher.person	sweeper	single	isco	
dishwasher.person	washer.person	single	isco	
dishwasher.person	window-washer	single	isco	
dishwasher.person	worker	accepted	isco wordnet	
disk-jockey	adviser	single	isco	
disk-jockey	agent	single	wordnet	
disk-jockey	analyst.person	single	isco	
disk-jockey	architect	single	isco	
disk-jockey	artist	accepted	isco wikidata	
disk-jockey	attribute	single	sumo	
disk-jockey	communicator	single	wordnet	
disk-jockey	copywriter	single	isco	
disk-jockey	developer	single	isco	
disk-jockey	editor	single	isco	
disk-jockey	educator	single	isco	
disk-jockey	engineer	single	isco	
disk-jockey	epidemiologist	single	isco	
disk-jockey	expert	single	isco	
disk-jockey	hearer	single	isco	
disk-jockey	immunologist	single	isco	
disk-jockey	instrumentalist	single	wikidata	
disk-jockey	musician	single	wikidata	
disk-jockey	organism	single	wordnet	
disk-jockey	person	accepted	wikidata wordnet	
disk-jockey	physical-object	single	wordnet	
disk-jockey	practitioner	single	isco	
disk-jockey	professional	single	isco	
disk-jockey	property	single	sumo	
disk-jockey	reporter	single	isco	
disk-jockey	research-worker	single	isco	
disk-jockey	scientist	single	isco	
disk-jockey	security-consultant	single	isco	
disk-jockey	specialist	single	isco	
disk-jockey	sports-announcer	single	isco	
disk-jockey	systems-analyst	single	isco	
disk-jockey	translator	single	isco	
disk-jockey	worker	single	isco	
disk-jockey	writer	single	isco	
disorderliness	companion	single	sumo	
dispatch-rider	agent	single	wordnet	
dispatch-rider	attribute	single	sumo	
dispatch-rider	digger	single	isco	
dispatch-rider	driver	single	isco	
dispatch-rider	employee	single	wikidata	
dispatch-rider	operator	single	isco	
dispatch-rider	organism	single	wordnet	
dispatch-rider	person	single	wordnet	
dispatch-rider	physical-object	single	wordnet	
dispatch-rider	property	single	sumo	
dispatch-rider	soldier	single	wikidata	
dispatch-rider	taxidriver	single	isco	
dispatch-rider	teamster	single	isco	
dispatch-rider	traveler	single	wordnet	
dispatch-rider	warrior	single	wikidata	
dispatch-rider	worker	accepted	isco wikidata	
dispatcher	agent	single	wordnet	
dispatcher	attribute	single	sumo	
dispatcher	clerk	single	isco	
dispatcher	human	single	opencyc	
dispatcher	mammal	single	opencyc	
dispatcher	organism	single	wordnet	
dispatcher	person	single	wordnet	
dispatcher	physical-object	single	wordnet	
dispatcher	property	single	sumo	
dispatcher	structure	single	opencyc	
dispatcher	system	single	opencyc	
dispatcher	vertebrate	single	opencyc	
dispatcher	worker	accepted	isco opencyc	
dispenser.person	agent	single	wordnet	
dispenser.person	attribute	single	sumo	
dispenser.person	cameraman	single	isco	
dispenser.person	detective	single	isco	
dispenser.person	inquiry-agent	single	isco	
dispenser.person	inspector	single	isco	
dispenser.person	man	single	isco	
dispenser.person	organism	single	wordnet	
dispenser.person	paralegal	single	isco	
dispenser.person	person	single	wordnet	
dispenser.person	physical-object	single	wordnet	
dispenser.person	promoter	single	isco	
dispenser.person	property	single	sumo	
dispenser.person	supervisor	single	isco	
dispenser.person	technician	single	isco	
dispenser.person	woman	single	isco	
dispenser.person	worker	single	isco	
disregard	companion	single	sumo	
distortion	companion	single	sumo	
disturbance	companion	single	sumo	
diver	agent	accepted	sumo wordnet	
diver	animal	single	sumo	
diver	athlete	single	opencyc	
diver	beater	single	isco	
diver	blaster	single	isco	
diver	body	single	sumo	
diver	bodybuilder	single	isco	
diver	builder	single	isco	
diver	cabinetmaker	single	isco	
diver	caster.person	single	isco	
diver	closer	single	isco	
diver	compositor	single	isco	
diver	craftsman	single	isco	
diver	engraver	single	isco	
diver	fitter	single	isco	
diver	glassworker	single	isco	
diver	grader	single	isco	
diver	human	accepted	opencyc sumo	
diver	ironworker	single	isco	
diver	machinist	single	isco	
diver	maker	single	isco	
diver	mammal	accepted	opencyc sumo	
diver	mender	single	isco	
diver	organism	accepted	sumo wordnet	
diver	painter	single	isco	
diver	patternmaker	single	isco	
diver	person	accepted	sumo wordnet	
diver	phenomenon	single	sumo	
diver	physical-object	accepted	sumo wordnet	
diver	populace	single	sumo	
diver	refinisher	single	isco	
diver	rigger	single	isco	
diver	self	single	sumo	
diver	sewer	single	isco	
diver	shipwright	single	isco	
diver	smith	single	isco	
diver	species	single	sumo	
diver	spinster	single	isco	
diver	splitter	single	isco	
diver	sprayer	single	isco	
diver	stainer	single	isco	
diver	stonecutter	single	isco	
diver	structure	single	opencyc	
diver	system	single	opencyc	
diver	tuner	single	isco	
diver	turner	single	isco	
diver	universe	single	sumo	
diver	varnisher	single	isco	
diver	vertebrate	accepted	opencyc sumo	
diver	welder	single	isco	
diver	woodcarver	single	isco	
diver	worker	accepted	isco opencyc	
diverseness	companion	single	sumo	
docent	adjutant	single	isco	
docent	adult	single	wordnet	
docent	agent	single	wordnet	
docent	bodyguard	single	isco	
docent	companion	single	isco	
docent	concierge	single	isco	
docent	educator	single	wordnet	
docent	gamekeeper	single	isco	
docent	guard	single	isco	
docent	host	single	isco	
docent	hostess	single	isco	
docent	keeper	single	isco	
docent	organism	single	wordnet	
docent	person	single	wordnet	
docent	physical-object	single	wordnet	
docent	professional	single	wordnet	
docent	steward.person	single	isco	
docent	stewardess	single	isco	
docent	teacher	single	wordnet	
docent	worker	single	isco	
doctor	analyst.person	single	isco	
doctor	copywriter	single	isco	
doctor	developer	single	isco	
doctor	educator	single	isco	
doctor	epidemiologist	disputed	isco	opencyc
doctor	hearer	single	isco	
doctor	immunologist	disputed	isco	opencyc
doctor	practitioner	single	isco	
doctor	security-consultant	single	isco	
doctor	skilled-worker	single	opencyc	
doctor	systems-analyst	single	isco	
dominance	companion	single	sumo	
domination	companion	single	sumo	
doorkeeper	adjutant	single	isco	
doorkeeper	agent	single	wordnet	
doorkeeper	bodyguard	single	isco	
doorkeeper	companion	single	isco	
doorkeeper	concierge	single	isco	
doorkeeper	flatfoot	single	isco	
doorkeeper	gamekeeper	single	isco	
doorkeeper	guard	accepted	isco wordnet	
doorkeeper	host	single	isco	
doorkeeper	hostess	single	isco	
doorkeeper	keeper	single	isco	
doorkeeper	organism	single	wordnet	
doorkeeper	person	single	wordnet	
doorkeeper	physical-object	single	wordnet	
doorkeeper	worker	single	isco	
drafter	adviser	single	isco	
drafter	agent	single	wordnet	
drafter	analyst.person	single	isco	
drafter	architect	single	isco	
drafter	artist	single	isco	
drafter	communicator	single	wordnet	
drafter	copywriter	single	isco	
drafter	craftsman	single	wikidata	
drafter	developer	single	isco	
drafter	editor	single	isco	
drafter	educator	single	isco	
drafter	engineer	single	isco	
drafter	epidemiologist	single	isco	
drafter	expert	single	isco	
drafter	hearer	single	isco	
drafter	immunologist	single	isco	
drafter	jurist	single	isco	
drafter	organism	single	wordnet	
drafter	person	accepted	wikidata wordnet	
drafter	physical-object	single	wordnet	
drafter	practitioner	single	isco	
drafter	professional	single	isco	
drafter	reporter	single	isco	
drafter	research-worker	single	isco	
drafter	scientist	single	isco	
drafter	security-consultant	single	isco	
drafter	specialist	single	isco	
drafter	sports-announcer	single	isco	
drafter	systems-analyst	single	isco	
drafter	translator	single	isco	
drafter	worker	single	isco	
drafter	writer	accepted	isco wordnet	
drama	companion	single	sumo	
dramatist	adviser	single	isco	
dramatist	agent	single	wordnet	
dramatist	analyst.person	single	isco	
dramatist	architect	single	isco	
dramatist	artist	accepted	isco opencyc	
dramatist	attribute	single	sumo	
dramatist	communicator	accepted	opencyc wordnet	
dramatist	copywriter	single	isco	
dramatist	developer	single	isco	
dramatist	editor	single	isco	
dramatist	educator	single	isco	
dramatist	engineer	single	isco	
dramatist	epidemiologist	single	isco	
dramatist	expert	single	isco	
dramatist	hearer	single	isco	
dramatist	human	single	opencyc	
dramatist	immunologist	single	isco	
dramatist	mammal	single	opencyc	
dramatist	organism	single	wordnet	
dramatist	person	single	wordnet	
dramatist	physical-object	single	wordnet	
dramatist	practitioner	single	isco	
dramatist	professional	single	isco	
dramatist	property	single	sumo	
dramatist	reporter	single	isco	
dramatist	research-worker	single	isco	
dramatist	scientist	single	isco	
dramatist	security-consultant	single	isco	
dramatist	specialist	single	isco	
dramatist	sports-announcer	single	isco	
dramatist	structure	single	opencyc	
dramatist	system	single	opencyc	
dramatist	systems-analyst	single	isco	
dramatist	translator	single	isco	
dramatist	vertebrate	single	opencyc	
dramatist	worker	accepted	isco opencyc	
dramatist	writer	accepted	isco wordnet	
drawer.person	agent	single	wordnet	
drawer.person	attribute	single	sumo	
drawer.person	digger	single	isco	
drawer.person	operator	single	isco	
drawer.person	organism	single	wordnet	
drawer.person	person	single	wordnet	
drawer.person	physical-object	single	wordnet	
drawer.person	property	single	sumo	
drawer.person	worker	single	isco	
dressmaker	agent	single	wordnet	
dressmaker	beater	single	isco	
dressmaker	blaster	single	isco	
dressmaker	bodybuilder	single	isco	
dressmaker	builder	single	isco	
dressmaker	cabinetmaker	single	isco	
dressmaker	caster.person	single	isco	
dressmaker	closer	single	isco	
dressmaker	compositor	single	isco	
dressmaker	craftsman	single	isco	
dressmaker	engraver	single	isco	
dressmaker	fitter	single	isco	
dressmaker	glassworker	single	isco	
dressmaker	grader	single	isco	
dressmaker	human	single	opencyc	
dressmaker	ironworker	single	isco	
dressmaker	machinist	single	isco	
dressmaker	maker	accepted	isco wordnet	
dressmaker	mammal	single	opencyc	
dressmaker	mender	single	isco	
dressmaker	organism	single	wordnet	
dressmaker	painter	single	isco	
dressmaker	patternmaker	single	isco	
dressmaker	person	single	wordnet	
dressmaker	physical-object	single	wordnet	
dressmaker	refinisher	single	isco	
dressmaker	rigger	single	isco	
dressmaker	sewer	single	isco	
dressmaker	shipwright	single	isco	
dressmaker	skilled-worker	single	opencyc	
dressmaker	smith	single	isco	
dressmaker	spinster	single	isco	
dressmaker	splitter	single	isco	
dressmaker	sprayer	single	isco	
dressmaker	stainer	single	isco	
dressmaker	stonecutter	single	isco	
dressmaker	structure	single	opencyc	
dressmaker	system	single	opencyc	
dressmaker	tuner	single	isco	
dressmaker	turner	single	isco	
dressmaker	varnisher	single	isco	
dressmaker	vertebrate	single	opencyc	
dressmaker	welder	single	isco	
dressmaker	woodcarver	single	isco	
dressmaker	worker	accepted	isco opencyc	
driver	digger	single	isco	
driver	operator	accepted	isco wordnet	
drudge	agent	single	wordnet	
drudge	animal	single	wikidata	
drudge	animal-trainer	single	isco	
drudge	attribute	single	sumo	
drudge	bearer	single	isco	
drudge	employee	single	wordnet	
drudge	girl	single	isco	
drudge	hired-hand	single	isco	
drudge	laborer	accepted	isco wordnet	
drudge	male-child	single	isco	
drudge	messenger-boy	single	isco	
drudge	organism	accepted	wikidata wordnet	
drudge	packer	single	isco	
drudge	person	single	wordnet	
drudge	physical-object	accepted	wikidata wordnet	
drudge	picker	single	isco	
drudge	porter	single	isco	
drudge	property	single	sumo	
drudge	remover	single	isco	
drudge	stacker	single	isco	
drudge	stevedore	single	isco	
drudge	sweeper	single	isco	
drudge	washer.person	single	isco	
drudge	window-washer	single	isco	
drudge	worker	accepted	isco wordnet	
drummer	adviser	single	isco	
drummer	agent	single	wordnet	
drummer	analyst.person	single	isco	
drummer	architect	single	isco	
drummer	artist	accepted	isco wikidata	
drummer	copywriter	single	isco	
drummer	developer	single	isco	
drummer	editor	single	isco	
drummer	educator	single	isco	
drummer	engineer	single	isco	
drummer	epidemiologist	single	isco	
drummer	expert	single	isco	
drummer	hearer	single	isco	
drummer	immunologist	single	isco	
drummer	instrumentalist	accepted	wikidata wordnet	
drummer	musician	single	wikidata	
drummer	organism	single	wordnet	
drummer	percussionist	accepted	wikidata wordnet	
drummer	performer	single	wordnet	
drummer	person	accepted	wikidata wordnet	
drummer	physical-object	single	wordnet	
drummer	practitioner	single	isco	
drummer	professional	single	isco	
drummer	reporter	single	isco	
drummer	research-worker	single	isco	
drummer	scientist	single	isco	
drummer	security-consultant	single	isco	
drummer	specialist	single	isco	
drummer	sports-announcer	single	isco	
drummer	systems-analyst	single	isco	
drummer	translator	single	isco	
drummer	worker	single	isco	
drummer	writer	single	isco	
dyer	agent	accepted	sumo wordnet	
dyer	animal	single	sumo	
dyer	beater	single	isco	
dyer	blaster	single	isco	
dyer	body	single	sumo	
dyer	bodybuilder	single	isco	
dyer	builder	single	isco	
dyer	cabinetmaker	single	isco	
dyer	caster.person	single	isco	
dyer	closer	single	isco	
dyer	compositor	single	isco	
dyer	craftsman	accepted	isco wikidata	
dyer	dressmaker	single	isco	
dyer	engraver	single	isco	
dyer	fitter	single	isco	
dyer	glassworker	single	isco	
dyer	grader	single	isco	
dyer	human	single	sumo	
dyer	ironworker	single	isco	
dyer	machinist	single	isco	
dyer	maker	single	isco	
dyer	mammal	single	sumo	
dyer	mender	single	isco	
dyer	organism	accepted	sumo wordnet	
dyer	painter	single	isco	
dyer	patternmaker	single	isco	
dyer	person	accepted	sumo wikidata wordnet	
dyer	phenomenon	single	sumo	
dyer	physical-object	accepted	sumo wordnet	
dyer	populace	single	sumo	
dyer	refinisher	single	isco	
dyer	rigger	single	isco	
dyer	self	single	sumo	
dyer	sewer	single	isco	
dyer	shipwright	single	isco	
dyer	skilled-worker	single	wordnet	
dyer	smith	single	isco	
dyer	species	single	sumo	
dyer	spinster	single	isco	
dyer	splitter	single	isco	
dyer	sprayer	single	isco	
dyer	stainer	single	isco	
dyer	stonecutter	single	isco	
dyer	tuner	single	isco	
dyer	turner	single	isco	
dyer	universe	single	sumo	
dyer	varnisher	single	isco	
dyer	vertebrate	single	sumo	
dyer	welder	single	isco	
dyer	woodcarver	single	isco	
dyer	worker	accepted	isco wordnet	
ease	companion	single	sumo	
ecologist	adviser	single	isco	
ecologist	agent	single	wordnet	
ecologist	analyst.person	single	isco	
ecologist	architect	single	isco	
ecologist	artist	single	isco	
ecologist	copywriter	single	isco	
ecologist	developer	single	isco	
ecologist	educator	single	isco	
ecologist	engineer	single	isco	
ecologist	epidemiologist	single	isco	
ecologist	expert	single	isco	
ecologist	hearer	single	isco	
ecologist	immunologist	single	isco	
ecologist	organism	single	wordnet	
ecologist	person	single	wordnet	
ecologist	physical-object	single	wordnet	
ecologist	practitioner	single	isco	
ecologist	professional	single	isco	
ecologist	research-worker	accepted	isco wikidata	
ecologist	scientist	accepted	isco wikidata wordnet	
ecologist	security-consultant	single	isco	
ecologist	specialist	single	isco	
ecologist	surveyor	single	isco	
ecologist	systems-analyst	single	isco	
ecologist	toxicologist	single	isco	
ecologist	worker	single	isco	
ecologist	writer	single	isco	
econometrician	adult	single	opencyc	
econometrician	adviser	single	isco	
econometrician	agent	single	wordnet	
econometrician	analyst.person	single	isco	
econometrician	architect	single	isco	
econometrician	artist	single	isco	
econometrician	attribute	single	sumo	
econometrician	copywriter	single	isco	
econometrician	developer	single	isco	
econometrician	economist	accepted	wikidata wordnet	
econometrician	editor	single	isco	
econometrician	educator	single	isco	
econometrician	engineer	single	isco	
econometrician	epidemiologist	single	isco	
econometrician	expert	single	isco	
econometrician	hearer	single	isco	
econometrician	human	single	opencyc	
econometrician	immunologist	single	isco	
econometrician	mammal	single	opencyc	
econometrician	organism	single	wordnet	
econometrician	person	single	wordnet	
econometrician	physical-object	single	wordnet	
econometrician	practitioner	single	isco	
econometrician	professional	accepted	isco opencyc	
econometrician	property	single	sumo	
econometrician	reporter	single	isco	
econometrician	research-worker	accepted	isco wikidata	
econometrician	scientist	accepted	isco wikidata wordnet	
econometrician	security-consultant	single	isco	
econometrician	skilled-worker	single	opencyc	
econometrician	social-scientist	accepted	wikidata wordnet	
econometrician	specialist	single	isco	
econometrician	sports-announcer	single	isco	
econometrician	structure	single	opencyc	
econometrician	system	single	opencyc	
econometrician	systems-analyst	single	isco	
econometrician	translator	single	isco	
econometrician	vertebrate	single	opencyc	
econometrician	worker	accepted	isco opencyc	
econometrician	writer	single	isco	
economist	analyst.person	single	isco	
economist	copywriter	single	isco	
economist	developer	single	isco	
economist	editor	single	isco	
economist	educator	single	isco	
economist	epidemiologist	single	isco	
economist	hearer	single	isco	
economist	immunologist	single	isco	
economist	practitioner	single	isco	
economist	security-consultant	single	isco	
economist	social-scientist	accepted	wikidata wordnet	
economist	sports-announcer	single	isco	
economist	systems-analyst	single	isco	
economist	translator	single	isco	
editor	adviser	single	isco	
editor	agent	single	wordnet	
editor	analyst.person	single	isco	
editor	architect	single	isco	
editor	artist	single	isco	
editor	attribute	single	sumo	
editor	copywriter	single	isco	
editor	developer	single	isco	
editor	educator	single	isco	
editor	engineer	single	isco	
editor	epidemiologist	single	isco	
editor	expert	single	isco	
editor	hearer	single	isco	
editor	human	single	opencyc	
editor	immunologist	single	isco	
editor	mammal	single	opencyc	
editor	organism	single	wordnet	
editor	person	accepted	wikidata wordnet yago	
editor	physical-object	single	wordnet	
editor	practitioner	single	isco	
editor	professional	single	isco	
editor	property	single	sumo	
editor	research-worker	single	isco	
editor	scientist	single	isco	
editor	security-consultant	single	isco	
editor	skilled-worker	single	wordnet	
editor	specialist	single	isco	
editor	structure	single	opencyc	
editor	system	single	opencyc	
editor	systems-analyst	single	isco	
editor	vertebrate	single	opencyc	
editor	worker	accepted	isco opencyc wordnet	
editor	writer	single	isco	
educator	adult	single	wordnet	
educator	agent	single	wordnet	
educator	human	single	opencyc	
educator	mammal	single	opencyc	
educator	organism	single	wordnet	
educator	person	single	wordnet	
educator	physical-object	single	wordnet	
educator	professional	single	wordnet	
educator	structure	single	opencyc	
educator	system	single	opencyc	
educator	vertebrate	single	opencyc	
educator	worker	accepted	isco opencyc	
elder	adult	single	wordnet	
elder	agent	accepted	sumo wordnet	
elder	animal	single	sumo	
elder	body	single	sumo	
elder	chairman	single	isco	
elder	chancellor-of-the-exchequer	single	isco	
elder	chief	single	isco	
elder	department-head	single	isco	
elder	general-manager	single	isco	
elder	governor	single	isco	
elder	human	single	sumo	
elder	mammal	single	sumo	
elder	manager	single	isco	
elder	member	single	isco	
elder	organism	accepted	sumo wordnet	
elder	person	accepted	sumo wordnet	
elder	phenomenon	single	sumo	
elder	physical-object	accepted	sumo wordnet	
elder	populace	single	sumo	
elder	president.person	single	isco	
elder	secretary-general	single	isco	
elder	self	single	sumo	
elder	species	single	sumo	
elder	universe	single	sumo	
elder	vertebrate	single	sumo	
elder	worker	single	isco	
electrical-engineer	adult	single	opencyc	
electrical-engineer	adviser	single	isco	
electrical-engineer	agent	single	wordnet	
electrical-engineer	analyst.person	single	isco	
electrical-engineer	architect	single	isco	
electrical-engineer	artist	single	isco	
electrical-engineer	copywriter	single	isco	
electrical-engineer	developer	single	isco	
electrical-engineer	educator	single	isco	
electrical-engineer	engineer	accepted	isco opencyc wikidata wordnet	
electrical-engineer	epidemiologist	single	isco	
electrical-engineer	expert	single	isco	
electrical-engineer	hearer	single	isco	
electrical-engineer	human	single	opencyc	
electrical-engineer	immunologist	single	isco	
electrical-engineer	mammal	single	opencyc	
electrical-engineer	organism	single	wordnet	
electrical-engineer	person	single	wordnet	
electrical-engineer	physical-object	single	wordnet	
electrical-engineer	practitioner	single	isco	
electrical-engineer	professional	accepted	isco opencyc	
electrical-engineer	research-worker	single	isco	
electrical-engineer	scientist	single	isco	
electrical-engineer	security-consultant	single	isco	
electrical-engineer	skilled-worker	single	opencyc	
electrical-engineer	specialist	single	isco	
electrical-engineer	structure	single	opencyc	
electrical-engineer	surveyor	single	isco	
electrical-engineer	system	single	opencyc	
electrical-engineer	systems-analyst	single	isco	
electrical-engineer	vertebrate	single	opencyc	
electrical-engineer	worker	accepted	isco opencyc wikidata	
electrical-engineer	writer	single	isco	
electrician	agent	single	wordnet	
electrician	attribute	single	sumo	
electrician	beater	single	isco	
electrician	blaster	single	isco	
electrician	bodybuilder	single	isco	
electrician	builder	single	isco	
electrician	cabinetmaker	single	isco	
electrician	caster.person	single	isco	
electrician	closer	single	isco	
electrician	compositor	single	isco	
electrician	craftsman	single	isco	
electrician	engraver	single	isco	
electrician	fitter	single	isco	
electrician	glassworker	single	isco	
electrician	grader	single	isco	
electrician	human	single	opencyc	
electrician	ironworker	single	isco	
electrician	line-worker	single	isco	
electrician	machinist	single	isco	
electrician	maker	single	isco	
electrician	mammal	single	opencyc	
electrician	mender	single	isco	
electrician	organism	single	wordnet	
electrician	organization	single	schemaorg	
electrician	painter	single	isco	
electrician	patternmaker	single	isco	
electrician	person	single	wordnet	
electrician	physical-object	single	wordnet	
electrician	place	single	schemaorg	
electrician	property	single	sumo	
electrician	refinisher	single	isco	
electrician	rigger	single	isco	
electrician	sewer	single	isco	
electrician	shipwright	single	isco	
electrician	skilled-worker	single	wordnet	
electrician	smith	single	isco	
electrician	spinster	single	isco	
electrician	splitter	single	isco	
electrician	sprayer	single	isco	
electrician	stonecutter	single	isco	
electrician	structure	single	opencyc	
electrician	system	single	opencyc	
electrician	tuner	single	isco	
electrician	turner	single	isco	
electrician	varnisher	single	isco	
electrician	vertebrate	single	opencyc	
electrician	welder	single	isco	
electrician	woodcarver	single	isco	
electrician	worker	accepted	isco opencyc wordnet	
electroplater	agent	single	wordnet	
electroplater	attribute	single	sumo	
electroplater	digger	single	isco	
electroplater	drawer.person	single	isco	
electroplater	operator	single	isco	
electroplater	organism	single	wordnet	
electroplater	person	single	wordnet	
electroplater	physical-object	single	wordnet	
electroplater	plater	single	wordnet	
electroplater	property	single	sumo	
electroplater	skilled-worker	single	wordnet	
electroplater	worker	accepted	isco wordnet	
electrotherapist	agent	single	wordnet	
electrotherapist	attribute	single	sumo	
electrotherapist	cameraman	single	isco	
electrotherapist	detective	single	isco	
electrotherapist	expert	single	wordnet	
electrotherapist	inquiry-agent	single	isco	
electrotherapist	inspector	single	isco	
electrotherapist	man	single	isco	
electrotherapist	organism	single	wordnet	
electrotherapist	paralegal	single	isco	
electrotherapist	person	single	wordnet	
electrotherapist	physical-object	single	wordnet	
electrotherapist	promoter	single	isco	
electrotherapist	property	single	sumo	
electrotherapist	supervisor	single	isco	
electrotherapist	technician	single	isco	
electrotherapist	therapist	single	wordnet	
electrotherapist	woman	single	isco	
electrotherapist	worker	single	isco	
elevator-operator	agent	single	wordnet	
elevator-operator	attribute	single	sumo	
elevator-operator	digger	single	isco	
elevator-operator	driver	single	isco	
elevator-operator	human	single	opencyc	
elevator-operator	mammal	single	opencyc	
elevator-operator	operator	accepted	isco wordnet	
elevator-operator	property	single	sumo	
elevator-operator	structure	single	opencyc	
elevator-operator	system	single	opencyc	
elevator-operator	teamster	single	isco	
elevator-operator	vertebrate	single	opencyc	
elevator-operator	worker	accepted	isco opencyc	
embalmer	adjutant	single	isco	
embalmer	agent	single	wordnet	
embalmer	attribute	single	sumo	
embalmer	bodyguard	single	isco	
embalmer	companion	single	isco	
embalmer	concierge	single	isco	
embalmer	gamekeeper	single	isco	
embalmer	guard	single	isco	
embalmer	host	single	isco	
embalmer	hostess	single	isco	
embalmer	keeper	single	isco	
embalmer	mortician	single	wordnet	
embalmer	organism	single	wordnet	
embalmer	person	single	wordnet	
embalmer	physical-object	single	wordnet	
embalmer	property	single	sumo	
embalmer	skilled-worker	single	wordnet	
embalmer	steward.person	single	isco	
embalmer	stewardess	single	isco	
embalmer	worker	accepted	isco wordnet	
embroiderer	agent	single	wordnet	
embroiderer	attribute	single	sumo	
embroiderer	beater	single	isco	
embroiderer	blaster	single	isco	
embroiderer	bodybuilder	single	isco	
embroiderer	builder	single	isco	
embroiderer	cabinetmaker	single	isco	
embroiderer	caster.person	single	isco	
embroiderer	closer	single	isco	
embroiderer	compositor	single	isco	
embroiderer	craftsman	single	isco	
embroiderer	dressmaker	single	isco	
embroiderer	engraver	single	isco	
embroiderer	fitter	single	isco	
embroiderer	glassworker	single	isco	
embroiderer	grader	single	isco	
embroiderer	ironworker	single	isco	
embroiderer	machinist	single	isco	
embroiderer	maker	accepted	isco wordnet	
embroiderer	mender	single	isco	
embroiderer	organism	single	wordnet	
embroiderer	painter	single	isco	
embroiderer	patternmaker	single	isco	
embroiderer	person	single	wordnet	
embroiderer	physical-object	single	wordnet	
embroiderer	property	single	sumo	
embroiderer	refinisher	single	isco	
embroiderer	rigger	single	isco	
embroiderer	sewer	single	isco	
