# QID	depth	note — bounded P279 walks for the economics pack; resolved by exact English label via SPARQL and read against descriptions 2026-09-03
Q1364290	0	debt-restructuring
Q1429050	0	floating-rate-note
Q359180	0	inflation-indexed-bond
Q852175	0	securitization
Q1139122	0	asset-backed-security
Q545906	0	mortgage-backed-security
Q1108930	0	collateralized-debt-obligation
Q1971862	0	tranche
Q1232971	0	structured-product
Q584207	0	exotic-option
Q808919	0	barrier-option
Q728255	0	asian-option
Q549269	0	binary-option
Q1660345	0	implied-volatility
Q6904707	0	monte-carlo-methods-in-finance
Q1058362	0	risk-neutral-measure
Q629941	0	arbitrage-pricing-theory
Q1395065	0	fama-french-three-factor-model
Q1501898	0	sharpe-ratio
Q963287	0	value-at-risk
Q5420856	0	expected-shortfall
Q798528	0	backtesting
Q1914224	0	maximum-drawdown
Q1267212	0	dollar-cost-averaging
Q827009	0	buy-and-hold
Q1361817	0	value-investing
Q5611763	0	growth-investing
Q17142067	0	momentum-investing
Q7142812	0	passive-management
Q4677563	0	active-management
Q683476	0	financial-advisor
Q14947471	0	wealth-management
Q14864997	0	asset-management
Q2047357	0	trustee
Q537098	0	fiduciary
Q17017187	0	trust-beneficiary
Q1061648	0	sovereign-wealth-fund
Q751314	0	family-office
Q1665188	0	institutional-investor
Q4218461	0	accredited-investor
Q2822122	0	market-abuse
Q854623	0	insider-trading
Q601156	0	front-running
Q3268220	0	pump-and-dump
Q400707	0	market-manipulation
Q219407	0	ponzi-scheme
Q214242	0	pyramid-scheme
Q151900	0	money-laundering
Q1020008	0	market-index
